gcp_id,height_offset_m,rpc_col,rpc_row,rpc_error_px,rpc_error_m,gt_used_for_rpc_projection
gf7_esri_0164,-20.0,5701.7635313535775,11105.74214787337,7.369319455557888,4.762798708772808,False
gf7_esri_0165,-20.0,12365.782752123283,9418.572524618377,8.642204956383377,5.585356696950885,False
gf7_esri_0166,-20.0,8911.83242449658,14553.840500107617,8.437273498292539,5.452974756323953,False
gf7_esri_0169,-20.0,8702.857827374044,14118.1146753276,15.987934098592879,10.332956687835823,False
gf7_esri_0170,-20.0,8763.491767359807,7348.344422973936,8.011767306412905,5.177938154151373,False
gf7_esri_0174,-20.0,13313.888598996175,10819.217829511847,8.111032833208238,5.242062920336164,False
gf7_esri_0175,-20.0,8722.239278879502,14353.592150726341,6.080454849592515,3.929778340398593,False
gf7_esri_0176,-20.0,4193.563173929599,9944.305516536357,8.500526352692587,5.493908725458402,False
gf7_esri_0177,-20.0,12982.111724316772,9532.709987596574,7.834044321561246,5.063047263487122,False
gf7_esri_0180,-20.0,9151.357979565908,10058.334588420996,9.65655205255947,6.2409622574032255,False
gf7_esri_0001,0.0,1307.4628100979953,6531.73217053418,8.444415082338926,5.4576881938604656,False
gf7_esri_0002,0.0,5120.283226478721,4939.512065891098,7.596615518976225,4.909678864809722,False
gf7_esri_0004,0.0,1426.5031989916097,6602.546406414434,8.44033767308471,5.455061323366194,False
gf7_esri_0005,0.0,8830.784281689783,9982.227479222669,7.595786971658051,4.909101315230219,False
gf7_esri_0006,0.0,12657.611195718004,9411.643032629552,12.33364464417791,7.971098107375264,False
gf7_esri_0008,0.0,16517.828281808008,14354.181118204797,8.4353894118802,5.451686046216604,False
gf7_esri_0011,0.0,8801.299972329613,9522.637315534907,7.0338401898972105,4.545907346008963,False
gf7_esri_0014,0.0,12900.704527824442,14907.512735127031,6.819648696975123,4.407476218447814,False
gf7_esri_0015,0.0,8295.079215009438,1225.5005873669033,6.748577151963549,4.361543436988606,False
gf7_esri_0017,0.0,8896.538692592705,9841.717335010835,7.595731397167753,4.909063706490743,False
gf7_esri_0018,0.0,12563.985900454189,9533.729231395491,11.811073543279925,7.6333692607731445,False
gf7_esri_0019,0.0,8714.267787974484,13646.831526079412,8.437559499781925,5.453145113168292,False
gf7_esri_0020,0.0,10785.465031914435,13801.03842243474,7.6545820286301725,4.947093850355729,False
gf7_esri_0022,0.0,1128.6782265437705,7665.726372867017,8.440816259691081,5.45538798368985,False
gf7_esri_0023,0.0,8748.62824144429,9684.799680199618,10.12753853835744,6.545346783787316,False
gf7_esri_0024,0.0,12728.503014157224,9296.276943969617,12.654577289340056,8.178510624192128,False
gf7_esri_0026,0.0,16198.798373094936,14510.661492625803,8.435447640606997,5.451720856432998,False
gf7_esri_0028,0.0,2070.116790889835,8820.488537567255,7.661388403132042,4.951583122262796,False
gf7_esri_0032,0.0,14451.959032837778,15210.389005941015,7.592031211719946,4.9066461555254675,False
gf7_esri_0034,0.0,8631.842472861395,10045.404821406186,7.595800090115505,4.909109315759342,False
gf7_esri_0035,0.0,12841.974928297255,9353.343456673398,8.436429370196546,5.452368223744061,False
gf7_esri_0036,0.0,9113.233273264403,13776.524128826535,8.43760349119235,5.453195347613191,False
gf7_esri_0037,0.0,13014.362277127493,15057.173821712255,7.5917779530111655,4.906498743809687,False
gf7_esri_0038,0.0,8727.452185867527,1333.5389338677269,10.313365573962853,6.665425886058529,False
gf7_esri_0039,0.0,8792.98471171874,10199.638933458235,7.595873188280363,4.9091615431101205,False
gf7_esri_0040,0.0,14660.229964107773,5877.56889940936,8.434925714121942,5.451350234391039,False
gf7_esri_0041,0.0,8833.785304512507,14141.752316931681,11.726848154928033,7.579001560385245,False
gf7_esri_0042,0.0,16076.228943826309,14584.339451827302,8.43547101350636,5.451736948582742,False
gf7_esri_0046,0.0,9207.159684829316,13905.614280625283,7.593963091935371,4.9079365570920395,False
gf7_esri_0047,0.0,13640.28738126638,10998.969889431788,8.433303588654114,5.450345975103448,False
